id_production,id_content,title_production,genre,premiere,runtime,imdb_score,language,type,title_content,director,cast,country,date_added,release_year,rating,duration,listed_in,description,id_oscar,id_inf,id_res,title_oscar,year_ceremony,category,name,winner,directed_by,based_on,starring,distributed_by,budget,budget_x_million,box_office,box_office_x_million,imdb,metascore,rotten_tomatoes
517.0,3663.0,"Frankenstein's Monster's Monster, Frankenstein",Mockumentary,"July 16, 2019",32.0,5.9,English,TV Show,Girl from Nowhere,NA,"Chicha Amatayakul, Thanawetch Siriwattanakul, Pajaree Nantarat, Thitinan Khlangphet, Chonnikan Netjui, Nutthasit Kotimanuswanich, Tatchapol Thitiapichai, Chanicha Boonpanuvichit, Morakot Liu, Ekawat Niratvorapanya, Anuchit Sapanpong, Awat Ratanapintha, Claudia Chakrapan, Piyathida Woramusik, Apasiri Kittithanon, Kunchanuj Kengkarnka, Nutnicha Lueanganankhun",Thailand,"July 6, 2021",2021,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries","A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",512.0,872.0,1246.0,Citizen Kane,1942.0,SOUND RECORDING,RKO Radio Studio Sound Department. John Aalberg. Sound Director,0.0,Orson Welles,NA,['Orson Welles'. 'Joseph Cotten'. 'Dorothy Comingore'. 'Everett Sloane'. 'Ray Collins'. 'George Coulouris'. 'Agnes Moorehead'. 'Paul Stewart'. 'Ruth Warrick'. 'Erskine Sanford'. 'William Alland'],RKO Radio Pictures,$839.73,0.8,$1.6million (re-releases),1.6,8.3,100.0,99.0
518.0,4621.0,Notes from Dunblane: Lesson from a School Shooting,Documentary,"September 28, 2018",23.0,5.9,English,TV Show,Good Morning Call,NA,"Haruka Fukuhara, Shunya Shiraishi, Dori Sakurada, Moe Arai, Kentaro, Shugo Nagashima, Koya Nagasawa, Hinako Tanaka, Tomoharu Hasegawa, Tomoko Fujita, Erika Mori, Kei Tanaka, Yosuke Sugino, Maryjun Takahashi, Itsuki Sagara, Madoka Yoshida",Japan,"July 6, 2021",2017,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies","A high school girl finally gets her own apartment, but she has to share it with the most popular boy in school. No one can know they're living together.",513.0,872.0,1263.0,Citizen Kane,1942.0,WRITING (Original Screenplay),Herman J. Mankiewicz. Orson Welles,1.0,Orson Welles,NA,['Orson Welles'. 'Joseph Cotten'. 'Dorothy Comingore'. 'Everett Sloane'. 'Ray Collins'. 'George Coulouris'. 'Agnes Moorehead'. 'Paul Stewart'. 'Ruth Warrick'. 'Erskine Sanford'. 'William Alland'],RKO Radio Pictures,$839.73,0.8,$1.6million (re-releases),1.6,8.3,100.0,99.0
519.0,5626.0,iBoy,Science fiction/Thriller,"January 27, 2017",90.0,6.0,English,Movie,Har Kisse Ke Hisse: Kaamyaab,Hardik Mehta,"Sanjay Mishra, Deepak Dobriyal, Sarika Singh, Isha Talwar, Avtar Gill, Kaurwakee Vashistha, Amitabh Srivastava, Vikas Verma",India,"July 6, 2021",2020,TV-14,105 min,"Dramas, International Movies","After a career of thankless credits, a retired actor returns for a long-awaited leading role but finds he is utterly unprepared for new-age filmmaking.",514.0,104.0,9736.0,Citizenfour,2015.0,DOCUMENTARY (Feature),Laura Poitras. Mathilde Bonnefoy and Dirk Wilutzky,1.0,Laura Poitras,NA,['Edward Snowden'. 'Glenn Greenwald'. 'William Binney'. 'Jacob Appelbaum'. 'Ewen MacAskill'],Radius-TWC,$1 million,1.0,$3 million,3.0,8.0,88.0,96.0
520.0,3603.0,Lovefucked,Drama,"August 9, 2019",106.0,6.0,Hindi,TV Show,I AM A KILLER,NA,NA,United Kingdom,"July 6, 2021",2020,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries",Death row inmates convicted of capital murder give a firsthand account of their crimes in this documentary series.,515.0,432.0,7056.0,City Slickers,1992.0,ACTOR IN A SUPPORTING ROLE,Jack Palance,1.0,Ron Underwood,NA,['Billy Crystal'. 'Daniel Stern'. 'Bruno Kirby'. 'Patricia Wettig'. 'Helen Slater'. 'Jack Palance'],Columbia Pictures,$26 million,26.0,$180 million,180.0,6.8,70.0,9.0
521.0,1370.0,Finding 'Ohana,Family,"January 29, 2021",123.0,6.1,English,TV Show,I Think You Should Leave with Tim Robinson,NA,"Tim Robinson, Andy Samberg, Sam Richardson, Will Forte, Fred Willard, Cecily Strong, Tim Heidecker, Kate Berlant",United States,"July 6, 2021",2021,TV-MA,2 Seasons,TV Comedies,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,516.0,875.0,277.0,Cleopatra,1935.0,ASSISTANT DIRECTOR,Cullen Tate,0.0,Joseph L. Mankiewicz,['The Life and Times of Cleopatra'. 'by Carlo Maria Franzero'. 'Histories'. 'by'. 'Plutarch'. '.'. 'Suetonius'. '. and'. 'Appian'],['Elizabeth Taylor'. 'Richard Burton'. 'Rex Harrison'. 'Roddy McDowall'. 'Martin Landau'. 'Hume Cronyn'. 'George Cole'],Twentieth Century-Fox Film Corporation,$31.1million,31.1,['$57.8xa0million'. '$40.3xa0million'],57.8,7.0,60.0,6.0
522.0,1411.0,Tribhanga � Tedhi Medhi Crazy,Drama,"January 15, 2021",95.0,6.1,Hindi,TV Show,Kim's Convenience,NA,"Paul Sun-Hyung Lee, Jean Yoon, Andrea Bang, Simu Liu, Andrew Phung, Nicole Power",Canada,"July 6, 2021",2021,TV-MA,5 Seasons,"International TV Shows, TV Comedies","While running a convenience store in Toronto, members of a Korean-Canadian family deal with customers, each other and the evolving world around them.",517.0,874.0,278.0,Cleopatra,1935.0,ASSISTANT DIRECTOR,Cullen Tate,0.0,Cecil B. DeMille,NA,['Claudette Colbert'. 'Warren William'. 'Henry Wilcoxon'],Paramount Pictures,$842.91,0.8,$1.929.161,1.929161,7.0,60.0,6.0
523.0,907.0,Have You Ever Seen Fireflies?,Comedy,"April 9, 2021",114.0,6.2,Turkish,TV Show,Larva,NA,NA,Russia,"July 6, 2021",2015,TV-Y7,3 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world.,518.0,875.0,282.0,Cleopatra,1935.0,CINEMATOGRAPHY,Victor Milner,1.0,Joseph L. Mankiewicz,['The Life and Times of Cleopatra'. 'by Carlo Maria Franzero'. 'Histories'. 'by'. 'Plutarch'. '.'. 'Suetonius'. '. and'. 'Appian'],['Elizabeth Taylor'. 'Richard Burton'. 'Rex Harrison'. 'Roddy McDowall'. 'Martin Landau'. 'Hume Cronyn'. 'George Cole'],Twentieth Century-Fox Film Corporation,$31.1million,31.1,['$57.8xa0million'. '$40.3xa0million'],57.8,7.0,60.0,6.0
524.0,5149.0,Voyuer,Documentary,"December 1, 2017",95.0,6.2,English,TV Show,Marcella,NA,"Anna Friel, Nicholas Pinnock, Sinéad Cusack, Nina Sosanya, Harry Lloyd, Laura Carmichael, Maeve Dermody, Ray Panthaki, Ian Puleston-Davies, Patrick Baladi, Florence Pugh, Jamie Bamber, Charlie Covell, Andrew Lancel, Jack Doolan, Tobias Santelmann, Stephen Lord, Ben Cura, Imogen Faires",United Kingdom,"July 6, 2021",2019,TV-MA,3 Seasons,"British TV Shows, Crime TV Shows, International TV Shows","Her marriage just ended and she's returning to work as a London detective after 12 years away. Is the serial killer she once investigated back, too?",519.0,874.0,283.0,Cleopatra,1935.0,CINEMATOGRAPHY,Victor Milner,1.0,Cecil B. DeMille,NA,['Claudette Colbert'. 'Warren William'. 'Henry Wilcoxon'],Paramount Pictures,$842.91,0.8,$1.929.161,1.929161,7.0,60.0,6.0
525.0,4930.0,I Am Not an Easy Man,Romantic comedy,"April 13, 2018",98.0,6.3,French,TV Show,Midnight Diner: Tokyo Stories,NA,"Kaoru Kobayashi, Joe Odagiri, Mansaku Fuwa, Reiko Kataoka, Koen Kondo, Bsaku Sato, Hirofumi Arai, Mamiko Itoh, Yuma Yamoto, Yoshinori Okada, Ah-sung Ko, Kosuke Toyohara, Yoshiyuki Morishita, Junko Miyashita, Tamaki Ogawa, Toru Kazama, Kotaro Shiga, Mitsuru Hirata, Toshiki Ayata, Shohei Uno, Tamae Ando, Risa Sudou, Asako Kobayashi, Takashi Yamanaka, Yutaka Matsushige, Ken Mitsuishi, Mikako Tabe, Kimiko Yo",Japan,"July 6, 2021",2019,TV-MA,2 Seasons,"International TV Shows, TV Dramas",Patrons of an otherwise mundane Japanese diner find simple yet profound connections with one another based on the shared love of a particular dish.,520.0,875.0,288.0,Cleopatra,1935.0,FILM EDITING,Anne Bauchens,0.0,Joseph L. Mankiewicz,['The Life and Times of Cleopatra'. 'by Carlo Maria Franzero'. 'Histories'. 'by'. 'Plutarch'. '.'. 'Suetonius'. '. and'. 'Appian'],['Elizabeth Taylor'. 'Richard Burton'. 'Rex Harrison'. 'Roddy McDowall'. 'Martin Landau'. 'Hume Cronyn'. 'George Cole'],Twentieth Century-Fox Film Corporation,$31.1million,31.1,['$57.8xa0million'. '$40.3xa0million'],57.8,7.0,60.0,6.0
526.0,8387.0,Porta dos Fundos: The Last Hangover,Comedy,"December 21, 2018",44.0,6.3,Portuguese,TV Show,My Little Pony: Friendship Is Magic,NA,"Ashleigh Ball, Tabitha St. Germain, Tara Strong, Andrea Libman, Cathy Weseluck, Nicole Oliver","United States, Canada","July 6, 2021",2018,TV-Y,8 Seasons,Kids' TV,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship.",521.0,874.0,289.0,Cleopatra,1935.0,FILM EDITING,Anne Bauchens,0.0,Cecil B. DeMille,NA,['Claudette Colbert'. 'Warren William'. 'Henry Wilcoxon'],Paramount Pictures,$842.91,0.8,$1.929.161,1.929161,7.0,60.0,6.0
527.0,1319.0,To All the Boys: Always and Forever,Romantic comedy,"February 12, 2021",109.0,6.3,English,TV Show,Orange Is the New Black,NA,"Taylor Schilling, Kate Mulgrew, Laura Prepon, Jason Biggs, Natasha Lyonne, Michael Harney, Uzo Aduba, Danielle Brooks, Samira Wiley, Dascha Polanco, Selenis Leyva, Nick Sandow, Yael Stone, Taryn Manning, Lea DeLaria, Matt McGorry, Emma Myles, Vicky Jeudy, Laverne Cox, Pablo Schreiber, Lori Petty, Ruby Rose, Adrienne C. Moore, Jackie Cruz, Elizabeth Rodriguez",United States,"July 6, 2021",2019,TV-MA,7 Seasons,"TV Comedies, TV Dramas","A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of ""Weeds.""",522.0,875.0,299.0,Cleopatra,1935.0,OUTSTANDING PRODUCTION,Paramount,0.0,Joseph L. Mankiewicz,['The Life and Times of Cleopatra'. 'by Carlo Maria Franzero'. 'Histories'. 'by'. 'Plutarch'. '.'. 'Suetonius'. '. and'. 'Appian'],['Elizabeth Taylor'. 'Richard Burton'. 'Rex Harrison'. 'Roddy McDowall'. 'Martin Landau'. 'Hume Cronyn'. 'George Cole'],Twentieth Century-Fox Film Corporation,$31.1million,31.1,['$57.8xa0million'. '$40.3xa0million'],57.8,7.0,60.0,6.0
528.0,1510.0,"Ariana Grande: Excuse Me, I Love You",Concert Film,"December 21, 2020",97.0,6.4,English,TV Show,Puffin Rock,NA,"Chris O'Dowd, Kate McCafferty, Sally McDaid, Geraldine Cole, Brian McMonagle, Darragh Gargan","Ireland, United States, United Kingdom","July 6, 2021",2016,TV-Y,2 Seasons,Kids' TV,"Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family.",523.0,874.0,300.0,Cleopatra,1935.0,OUTSTANDING PRODUCTION,Paramount,0.0,Cecil B. DeMille,NA,['Claudette Colbert'. 'Warren William'. 'Henry Wilcoxon'],Paramount Pictures,$842.91,0.8,$1.929.161,1.929161,7.0,60.0,6.0
529.0,3105.0,Como Ca�do del Cielo,Musical comedy,"December 24, 2019",112.0,6.4,Spanish,Movie,Rehmataan,"Rajveer Singh Maan, Harpeet Singh","Guggu Gill, Sukhjinder Shera, Surinder Shinda, Deep Dhillon, Jasmine Jassi, Gurvinder Brar, Razia Sukhvir, Raj Virk",India,"July 6, 2021",2012,TV-14,116 min,"Dramas, International Movies, Romantic Movies","As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world.",524.0,875.0,321.0,Cleopatra,1935.0,SOUND RECORDING,Paramount Studio Sound Department. Franklin B. Hansen. Sound Director,0.0,Joseph L. Mankiewicz,['The Life and Times of Cleopatra'. 'by Carlo Maria Franzero'. 'Histories'. 'by'. 'Plutarch'. '.'. 'Suetonius'. '. and'. 'Appian'],['Elizabeth Taylor'. 'Richard Burton'. 'Rex Harrison'. 'Roddy McDowall'. 'Martin Landau'. 'Hume Cronyn'. 'George Cole'],Twentieth Century-Fox Film Corporation,$31.1million,31.1,['$57.8xa0million'. '$40.3xa0million'],57.8,7.0,60.0,6.0
531.0,2668.0,All the Bright Places,Romance,"February 28, 2020",108.0,6.5,English,Movie,Return of the Prodigal Son,Youssef Chahine,"Majida El Roumi, Souheir El Morshidy, Shoukry Sarhan, Huda Sultan, Mahmoud El Meleigy, Ahmad Mehrez, Hesham Selim",Egypt,"July 6, 2021",1976,TV-MA,124 min,"Dramas, International Movies","Freed after spending 12 years in jail, a man's homecoming turns into a dark affair as his disillusion clashes with his family's expectations.",525.0,874.0,322.0,Cleopatra,1935.0,SOUND RECORDING,Paramount Studio Sound Department. Franklin B. Hansen. Sound Director,0.0,Cecil B. DeMille,NA,['Claudette Colbert'. 'Warren William'. 'Henry Wilcoxon'],Paramount Pictures,$842.91,0.8,$1.929.161,1.929161,7.0,60.0,6.0
532.0,1558.0,Canvas,Animation / Short,"December 11, 2020",9.0,6.5,English,TV Show,Richie Rich,NA,"Jake Brennan, Joshua Carlon, Lauren Taylor, Jenna Ortega, Kiff VandenHeuvel, Brooke Wexler",United States,"July 6, 2021",2015,TV-G,2 Seasons,"Kids' TV, TV Comedies","After turning his veggies into green energy, Richie Rich earns a trillion dollars overnight and a new life filled with nonstop fun and adventure.",526.0,875.0,3982.0,Cleopatra,1964.0,ACTOR,Rex Harrison,0.0,Joseph L. Mankiewicz,['The Life and Times of Cleopatra'. 'by Carlo Maria Franzero'. 'Histories'. 'by'. 'Plutarch'. '.'. 'Suetonius'. '. and'. 'Appian'],['Elizabeth Taylor'. 'Richard Burton'. 'Rex Harrison'. 'Roddy McDowall'. 'Martin Landau'. 'Hume Cronyn'. 'George Cole'],Twentieth Century-Fox Film Corporation,$31.1million,31.1,['$57.8xa0million'. '$40.3xa0million'],57.8,7.0,60.0,6.0
533.0,3008.0,What Did Jack Do?,Drama / Short,"January 20, 2020",17.0,6.5,English,Movie,Rise: Ini Kalilah,"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath","Remy Ishak, Mira Filzah, Jack Tan, Sangeeta Krishnasamy, Shashi Tharan, Mark O'Dea, Jenn Chia, Sharifah Sakinah",Malaysia,"July 6, 2021",2018,TV-PG,101 min,"Dramas, International Movies","Inspired by Malaysia's 14th General Election, this film trails six individuals and the obstacles they face in the days leading up to the historic event.",527.0,874.0,3983.0,Cleopatra,1964.0,ACTOR,Rex Harrison,0.0,Cecil B. DeMille,NA,['Claudette Colbert'. 'Warren William'. 'Henry Wilcoxon'],Paramount Pictures,$842.91,0.8,$1.929.161,1.929161,7.0,60.0,6.0
534.0,5477.0,Blame!,Anime/Science fiction,"may 20, 2017",106.0,6.7,Japanese,TV Show,Scream,NA,"Willa Fitzgerald, Bex Taylor-Klaus, John Karna, Amadeus Serafini, Connor Weil, Carlson Young, Jason Wiles, Tracy Middendorf, Tom Maden, Bobby Campo, Santiago Segura, Mike Vaughn",United States,"July 6, 2021",2019,TV-MA,3 Seasons,"Crime TV Shows, TV Horror, TV Mysteries","In this new TV series sequel to the classic horror franchise, a cyberbullying incident in Lakewood leads to a murder with chilling echoes of the past.",528.0,875.0,4007.0,Cleopatra,1964.0,ART DIRECTION (Color),Art Direction: John DeCuir. Jack Martin Smith. Hilyard Brown. Herman Blumenthal. Elven Webb. Maurice Pelling. Boris Juraga. Set Decoration: Walter M. Scott. Paul S. Fox. Ray Moyer,1.0,Joseph L. Mankiewicz,['The Life and Times of Cleopatra'. 'by Carlo Maria Franzero'. 'Histories'. 'by'. 'Plutarch'. '.'. 'Suetonius'. '. and'. 'Appian'],['Elizabeth Taylor'. 'Richard Burton'. 'Rex Harrison'. 'Roddy McDowall'. 'Martin Landau'. 'Hume Cronyn'. 'George Cole'],Twentieth Century-Fox Film Corporation,$31.1million,31.1,['$57.8xa0million'. '$40.3xa0million'],57.8,7.0,60.0,6.0
535.0,5427.0,CounterPunch,Documentary,"June 16, 2017",91.0,6.7,English,TV Show,Shtisel,NA,"Doval'e Glickman, Michael Aloni, Ayelet Zurer, Neta Riskin, Shira Haas, Sarel Piterman, Zohar Shtrauss, Orly Silbersatz Banai, Sasson Gabai, Shlomo Shitrit",Israel,"July 6, 2021",2021,TV-14,3 Seasons,"International TV Shows, TV Dramas","A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life.",529.0,874.0,4008.0,Cleopatra,1964.0,ART DIRECTION (Color),Art Direction: John DeCuir. Jack Martin Smith. Hilyard Brown. Herman Blumenthal. Elven Webb. Maurice Pelling. Boris Juraga. Set Decoration: Walter M. Scott. Paul S. Fox. Ray Moyer,1.0,Cecil B. DeMille,NA,['Claudette Colbert'. 'Warren William'. 'Henry Wilcoxon'],Paramount Pictures,$842.91,0.8,$1.929.161,1.929161,7.0,60.0,6.0
537.0,3679.0,Parchis: The Documentary,Documentary,"July 10, 2019",106.0,6.7,Spanish,Movie,Si Doel the Movie 2,Rano Karno,"Maudy Koesnaedi, Rano Karno, Cornelia Agatha, Mandra Naih, Aminah Tjendrakasih, Suty Karno, Adam Jagwani",Indonesia,"July 6, 2021",2019,TV-G,95 min,"Dramas, International Movies","As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go.",530.0,875.0,4018.0,Cleopatra,1964.0,CINEMATOGRAPHY (Color),Leon Shamroy,1.0,Joseph L. Mankiewicz,['The Life and Times of Cleopatra'. 'by Carlo Maria Franzero'. 'Histories'. 'by'. 'Plutarch'. '.'. 'Suetonius'. '. and'. 'Appian'],['Elizabeth Taylor'. 'Richard Burton'. 'Rex Harrison'. 'Roddy McDowall'. 'Martin Landau'. 'Hume Cronyn'. 'George Cole'],Twentieth Century-Fox Film Corporation,$31.1million,31.1,['$57.8xa0million'. '$40.3xa0million'],57.8,7.0,60.0,6.0
538.0,4523.0,22 July,Drama,"October 10, 2018",144.0,6.8,English,TV Show,Some Assembly Required,NA,"Kolton Stewart, Harrison Houde, Charlie Storwick, Sydney Scotia, Travis Turner, Ellie Harvie, Dylan Playfair",Canada,"July 6, 2021",2015,TV-Y,2 Seasons,"Kids' TV, TV Comedies",A 14-year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys.,531.0,874.0,4019.0,Cleopatra,1964.0,CINEMATOGRAPHY (Color),Leon Shamroy,1.0,Cecil B. DeMille,NA,['Claudette Colbert'. 'Warren William'. 'Henry Wilcoxon'],Paramount Pictures,$842.91,0.8,$1.929.161,1.929161,7.0,60.0,6.0
539.0,5744.0,7 a�os,Drama,"October 28, 2016",76.0,6.8,Spanish,TV Show,Tales by Light,NA,"Darren Jew, Art Wolfe, Krystle Wright, Peter Eastway, Richard l’Anson, Jack Thompson, Jonathan Scott, Angela Scott, Eric Cheng, Stephen Dupont",Australia,"July 6, 2021",2018,TV-14,3 Seasons,"Docuseries, International TV Shows, Science & Nature TV","Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light.",532.0,875.0,4029.0,Cleopatra,1964.0,COSTUME DESIGN (Color),Irene Sharaff. Vittorio Nino Novarese. Renie,1.0,Joseph L. Mankiewicz,['The Life and Times of Cleopatra'. 'by Carlo Maria Franzero'. 'Histories'. 'by'. 'Plutarch'. '.'. 'Suetonius'. '. and'. 'Appian'],['Elizabeth Taylor'. 'Richard Burton'. 'Rex Harrison'. 'Roddy McDowall'. 'Martin Landau'. 'Hume Cronyn'. 'George Cole'],Twentieth Century-Fox Film Corporation,$31.1million,31.1,['$57.8xa0million'. '$40.3xa0million'],57.8,7.0,60.0,6.0
540.0,3860.0,All in My Family,Documentary,"may 3, 2019",39.0,6.8,English/Mandarin,TV Show,Terrace House: Opening New Doors,NA,"You, Reina Triendl, Yoshimi Tokui, Azusa Babazono, Ryota Yamasato, Shono Hayama",Japan,"July 6, 2021",2018,TV-14,6 Seasons,"International TV Shows, Reality TV","A group of young people – including a chef, a snowboarder and an ice hockey player – gather in the Karuizawa woods while pursuing their dreams.",533.0,874.0,4030.0,Cleopatra,1964.0,COSTUME DESIGN (Color),Irene Sharaff. Vittorio Nino Novarese. Renie,1.0,Cecil B. DeMille,NA,['Claudette Colbert'. 'Warren William'. 'Henry Wilcoxon'],Paramount Pictures,$842.91,0.8,$1.929.161,1.929161,7.0,60.0,6.0
541.0,4715.0,Long Live Brij Mohan,Comedy,"August 3, 2018",105.0,6.8,Hindi,TV Show,The A List,NA,"Lisa Ambalavanar, Ellie Duckles, Savannah Baker, Cian Barry, Eleanor Bennett, Jacob Dudman, Rosie Dwyer, Jack Kane, Max Lohan, Nneka Okoye, Micheal Ward, Georgina Sadler, Indianna Ryan",United Kingdom,"July 6, 2021",2021,TV-PG,2 Seasons,"British TV Shows, International TV Shows, TV Dramas","Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.",534.0,875.0,4049.0,Cleopatra,1964.0,FILM EDITING,Dorothy Spencer,0.0,Joseph L. Mankiewicz,['The Life and Times of Cleopatra'. 'by Carlo Maria Franzero'. 'Histories'. 'by'. 'Plutarch'. '.'. 'Suetonius'. '. and'. 'Appian'],['Elizabeth Taylor'. 'Richard Burton'. 'Rex Harrison'. 'Roddy McDowall'. 'Martin Landau'. 'Hume Cronyn'. 'George Cole'],Twentieth Century-Fox Film Corporation,$31.1million,31.1,['$57.8xa0million'. '$40.3xa0million'],57.8,7.0,60.0,6.0
542.0,5276.0,Heroin(e),Documentary,"September 12, 2017",39.0,6.8,English,TV Show,The New Legends of Monkey,NA,"Chai Hansen, Luciane Buchanan, Josh Thomson, Emilie Cocquerel, Josh McKenzie, Jordan Mooney, Jarred Blakiston","Australia, New Zealand","July 6, 2021",2020,TV-PG,2 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",A valiant girl liberates the Monkey King – a god long trapped in stone – in a quest to find seven sacred scrolls and save the world from evil.,535.0,874.0,4050.0,Cleopatra,1964.0,FILM EDITING,Dorothy Spencer,0.0,Cecil B. DeMille,NA,['Claudette Colbert'. 'Warren William'. 'Henry Wilcoxon'],Paramount Pictures,$842.91,0.8,$1.929.161,1.929161,7.0,60.0,6.0
543.0,5044.0,The Trader,Documentary,"February 9, 2018",23.0,6.8,Georgian,TV Show,The Worst Witch,NA,"Bella Ramsey, Clare Higgins, Meibh Campbell, Raquel Cassidy, Jenny Richardson, Miriam Petche, Tallulah Milligan, Wendy Craig, Shauna Shim","United Kingdom, Germany","July 6, 2021",2020,TV-G,4 Seasons,"British TV Shows, Kids' TV","After stumbling into a school for witches, a bumbling heroine comes to realize that she just might belong there. Based on Jill Murphy's beloved books.",536.0,875.0,4059.0,Cleopatra,1964.0,MUSIC (Music Score--substantially original),Alex North,0.0,Joseph L. Mankiewicz,['The Life and Times of Cleopatra'. 'by Carlo Maria Franzero'. 'Histories'. 'by'. 'Plutarch'. '.'. 'Suetonius'. '. and'. 'Appian'],['Elizabeth Taylor'. 'Richard Burton'. 'Rex Harrison'. 'Roddy McDowall'. 'Martin Landau'. 'Hume Cronyn'. 'George Cole'],Twentieth Century-Fox Film Corporation,$31.1million,31.1,['$57.8xa0million'. '$40.3xa0million'],57.8,7.0,60.0,6.0
